claimid,incident_date,claim_type,uninhabitable,claim_amount,fraudulent,policyid,policy_date,coverage,deductible,townsize,gender,dob,edcat,job_start_date,retire,income,marital,reside,occupancy_date,primary_residence
974764481,3/9/2008,1,0,31.752,0,CEH-074408,11/6/1995,514,2000,1,1,5/19/1953,4,10/25/1991,0,130,0,1,9/20/1986,1
640409486,9/10/2008,2,0,28.665,1,HOA-488451,1/15/2007,227,3000,1,1,7/9/1979,3,9/6/2007,0,23,1,4,8/28/2001,1
421873774,4/14/2008,3,1,93,0,SWA-759699,12/13/1982,93,1000,1,1,9/17/1933,5,3/15/1994,1,22,0,1,6/3/1979,1
520994112,9/1/2008,3,0,317.211,0,JTH-440006,1/21/1972,753,3000,4,1,7/29/1932,4,8/2/1971,0,183,0,1,6/1/1971,1
772189576,5/9/2008,3,1,154,0,CXL-143271,6/20/1976,154,1000,5,0,5/28/1937,3,11/6/1978,0,75,1,2,12/24/1963,1
72941302,8/15/2008,5,0,17.196,0,UJH-539629,2/24/1974,353,2000,1,1,1/1/1941,1,2/20/1992,0,45,0,2,9/18/1962,1
195909222,9/14/2008,2,0,12.546,0,UET-274492,1/5/2000,166,1000,2,1,4/22/1967,2,10/21/2002,0,35,0,2,10/30/1994,1
649132971,4/2/2008,4,1,1662,0,FTC-594435,4/20/1996,1662,2000,2,0,1/22/1948,3,6/28/1992,0,182,1,2,1/6/1988,1
689301330,2/9/2008,1,0,13.455,0,BFQ-395257,7/7/1997,362,1000,1,1,10/26/1968,2,3/27/2003,0,42,1,2,8/11/1991,1
614296629,8/2/2008,1,0,5.202,0,BTI-893465,11/9/1995,107,3000,5,1,11/3/1949,2,10/27/2001,1,27,1,2,6/17/1987,0
137591000,3/2/2008,1,0,2.958,0,XAE-332068,4/27/1992,73,1000,5,1,2/20/1962,3,10/29/2005,0,54,0,1,3/17/1992,1
263910337,3/25/2008,5,0,4.946,0,NJR-550809,12/30/1982,95,1000,5,0,11/5/1959,3,8/4/2007,0,21,1,3,7/21/1979,1
138593481,7/17/2008,1,0,10.2312,1,ERS-840046,6/11/2008,152,2000,1,0,10/30/1987,1,4/25/2008,0,27,1,5,10/1/2007,1
439779811,9/11/2008,1,0,16.026,0,ITJ-452392,9/23/1998,219,3000,1,1,4/21/1966,1,6/1/1999,0,65,1,2,7/12/1992,1
539733218,6/9/2008,1,0,27.545,0,LSR-682198,1/22/1994,484,2000,1,0,4/24/1944,2,1/6/1990,1,73,0,1,6/26/1985,1
154215388,8/1/2008,1,0,5.451,0,LHO-039227,1/7/1993,71,500,2,1,9/17/1952,4,3/28/2002,0,83,0,1,3/27/1984,1
505191197,11/10/2008,2,1,83.944,0,WYG-508248,1/9/1991,279,3000,4,1,6/30/1933,1,6/20/1997,0,44,1,2,1/12/1982,1
821127828,7/1/2008,1,0,3.069,0,NLC-348737,5/27/2007,66,1000,1,1,1/24/1984,2,11/23/2008,0,18,1,3,9/23/2005,1
631496156,10/9/2008,2,0,8.208,0,ESL-640172,5/1/2002,89,3000,2,0,8/13/1962,2,5/8/1991,0,52,0,1,8/7/2001,0
188610398,11/14/2008,1,0,8.97,0,SKN-684021,2/16/1991,167,500,1,1,5/9/1960,2,5/5/2005,0,96,1,2,4/19/1982,1
170859030,7/29/2008,1,0,7.779,0,RVB-107067,3/4/2007,115,2000,1,1,10/8/1987,3,7/17/2008,0,42,1,4,5/3/2006,1
265689249,7/14/2008,3,0,53.913,0,YRU-418995,3/18/1986,133,500,2,1,7/5/1929,2,11/19/1980,1,11,1,2,2/27/1978,1
932211468,1/25/2008,1,0,51.585,0,OYY-855408,11/5/1986,1015,3000,2,0,2/24/1952,4,11/15/1997,0,145,1,3,6/12/1977,1
948526632,7/15/2008,5,0,8.555,0,LTS-994378,8/4/1989,211,3000,3,1,3/31/1946,1,10/6/1998,0,47,0,1,5/2/1987,1
21845135,11/8/2008,1,0,3.741,0,TWE-162798,4/20/1988,104,2000,4,1,3/30/1941,2,3/25/1991,0,133,0,1,7/12/1980,1
525773277,9/12/2008,2,0,3.306,0,SDW-272466,8/25/2003,69,500,4,1,5/13/1981,4,2/19/2008,0,20,1,4,4/22/2001,1
825459486,1/4/2008,5,0,2.16,0,RJS-761603,2/4/2005,82,3000,3,1,8/17/1984,4,3/30/2008,0,34,1,4,6/14/2004,1
925032886,9/18/2008,3,0,52.152,0,BLB-934149,2/7/2007,136,1000,4,0,9/30/1983,3,9/2/2005,0,49,0,3,9/10/2003,1
775431315,6/12/2008,5,0,66.645,0,UKL-992504,7/7/1990,1012,3000,2,1,8/18/1960,1,9/4/1992,0,107,0,1,8/11/1984,1
679515265,9/21/2008,1,0,17.086,0,ZWK-829493,7/9/1996,211,1000,1,0,2/1/1968,1,9/19/2006,0,22,1,4,8/12/1993,1
260975752,7/7/2008,2,0,44.384,0,QDS-787371,10/29/1983,416,1000,2,0,7/11/1950,2,12/27/2001,0,94,0,1,7/6/1976,0
728076300,1/7/2008,5,0,3.045,0,LLB-685990,1/2/2008,62,1000,1,0,9/1/1984,2,8/16/2005,0,23,0,4,2/11/2006,1
621340618,2/17/2008,3,1,273,0,YBB-331654,11/10/1989,273,2000,2,1,4/21/1953,2,7/9/2000,0,83,0,1,8/9/1980,1
635918424,2/11/2008,1,0,3.07,0,AZG-129044,7/21/1961,67,1000,3,0,2/14/1930,4,3/31/2001,1,13,1,2,7/18/1953,1
548324297,10/1/2008,2,1,420.842,0,RZY-767685,9/8/1992,1357,3000,1,0,9/10/1962,3,6/3/2006,0,69,0,3,2/5/1987,1
563148054,2/10/2008,5,0,4.127,0,ULG-341111,1/12/2007,61,1000,3,0,9/15/1987,2,4/3/2008,0,25,0,4,1/8/2007,1
896705389,10/4/2008,3,1,99,0,GXR-654093,3/14/2008,99,1000,3,0,7/16/1990,2,2/22/2008,0,16,1,6,3/14/2008,1
496281663,9/20/2008,1,0,7.703,0,LAD-848357,2/13/2008,105,1000,5,1,12/1/1989,2,2/18/2008,0,31,1,3,2/13/2008,1
110833163,9/19/2008,1,0,4.526,0,RBX-042915,1/22/2008,141,1000,4,1,7/12/1990,2,7/22/2008,0,15,0,3,1/22/2008,1
196844338,11/25/2008,5,0,21.96,0,BPB-994085,4/28/1996,351,3000,4,1,4/17/1968,4,12/5/2005,0,99,1,3,9/8/1989,1
247243219,4/22/2008,5,0,11.967,0,TBO-376242,4/19/1982,405,2000,2,1,10/21/1952,1,8/10/1991,0,92,1,2,3/6/1977,1
63195757,3/20/2008,3,0,40.627,0,IKP-410211,12/16/1990,94,1000,4,0,6/30/1951,4,4/27/2000,0,126,1,2,11/14/1983,1
227064764,9/27/2008,3,0,36.11,0,TBP-484342,3/15/2004,92,3000,5,0,10/11/1974,1,10/30/2006,0,34,0,1,3/10/2000,1
4047698,8/30/2008,2,1,50.706,0,ENS-492379,1/31/2008,143,2000,1,0,9/8/1987,3,6/15/2008,0,23,0,1,2/3/2007,1
994590250,2/22/2008,5,0,3.581,0,RPW-044533,8/5/1996,141,3000,3,0,10/31/1968,4,3/28/2007,0,72,0,2,2/14/1996,1
157193952,1/3/2008,5,0,2.747,0,CVO-450061,5/27/1993,78,500,2,0,7/12/1967,4,10/22/2007,0,21,1,2,8/30/1991,0
720850585,11/26/2008,1,0,9.252,0,SJZ-110735,2/1/2002,209,3000,1,0,4/11/1972,1,10/3/1996,0,40,0,1,11/20/1995,0
277318912,2/22/2008,5,0,2.457,0,MMA-471673,4/3/2004,69,1000,2,0,3/20/1983,4,1/6/2008,0,37,1,3,2/16/2004,1
498425128,4/9/2008,3,1,237,0,XER-791505,4/24/2005,237,3000,5,0,5/24/1961,4,2/26/2005,0,33,1,2,1/4/2004,1
462646257,9/2/2008,1,0,86.171,0,QQF-018015,5/11/1994,1609,3000,4,0,11/30/1967,3,1/29/1994,0,186,0,1,2/10/1988,1
417404675,5/28/2008,5,0,30.505,0,YRH-953374,3/11/1981,638,3000,3,1,8/19/1949,2,6/6/2001,0,69,1,3,8/23/1975,0
838406100,4/21/2008,5,0,14.51,0,UGK-568465,6/22/1986,395,1000,2,0,1/26/1944,4,1/8/1989,0,57,1,4,11/18/1975,1
334713495,7/28/2008,4,0,105.718,0,GFJ-730995,2/1/2000,247,1000,1,0,9/21/1961,5,8/23/2006,0,46,0,1,9/27/1993,1
590488287,8/18/2008,5,0,12.214,0,LTL-818999,1/14/2008,236,500,5,1,7/27/1987,2,8/26/2007,0,28,1,3,5/8/2006,1
438927187,5/21/2008,3,0,654.917,0,NPT-846291,10/23/1992,1644,3000,3,1,6/20/1952,5,4/24/1990,0,241,1,2,10/28/1990,1
231721774,8/20/2008,2,0,22.796,0,QSB-945712,9/3/2006,313,1000,1,0,3/7/1947,3,1/22/1978,1,12,0,1,9/16/2005,1
682551254,8/12/2008,4,0,27.855,0,EWF-177221,6/12/1994,75,1000,3,1,1/4/1949,5,3/19/2004,0,65,0,2,5/7/1992,1
184380794,6/16/2008,3,0,55.046,0,ZAA-456572,4/25/1985,131,2000,5,1,10/28/1942,2,10/19/1982,1,12,0,1,6/25/1974,0
103841683,1/6/2008,5,0,22.388,0,NMN-252836,6/25/1995,276,2000,1,1,7/3/1944,1,4/29/1975,1,45,0,1,6/13/1989,1
760084656,1/19/2008,5,0,5.928,0,ASJ-936328,5/1/1996,123,3000,3,1,5/22/1968,3,1/10/1997,0,86,1,2,9/2/1992,1
346002181,6/9/2008,1,0,55.056,0,NMN-875630,9/19/1980,1139,3000,1,0,3/9/1950,3,4/4/1992,0,137,1,5,11/25/1979,1
606767506,9/6/2008,2,0,52.112,0,RKJ-346110,12/21/1992,510,2000,5,1,12/19/1958,4,12/26/1993,0,128,1,3,3/19/1983,1
852633335,11/13/2008,5,0,7.383,0,IHW-879207,7/17/1990,181,2000,2,0,9/24/1949,5,7/25/2005,0,107,0,1,10/22/1987,1
163885927,2/10/2008,3,0,75.631,0,HGA-385734,5/13/2007,207,3000,2,0,4/30/1987,2,1/27/2008,0,18,1,4,1/11/2006,1
697017368,3/11/2008,1,0,8.313,0,HCQ-839977,2/24/1995,147,2000,2,0,1/26/1967,3,7/26/2002,0,52,1,2,2/7/1989,0
871831301,3/11/2008,5,0,7.482,0,KOC-644938,2/2/1997,100,3000,3,1,4/25/1968,3,9/10/1997,0,101,0,1,9/16/1988,0
107906536,5/19/2008,4,0,134.743,0,PJN-015848,6/6/1991,341,3000,3,1,2/7/1964,2,8/12/2008,0,32,1,2,11/7/1989,1
598339873,3/23/2008,5,0,6.94995,1,GZV-374749,3/17/2008,75,3000,2,1,10/25/1988,3,7/26/2008,0,16,1,5,5/7/2008,1
252829685,10/13/2008,1,0,7.486,0,HHW-936282,8/3/1986,119,1000,2,0,8/12/1939,4,5/4/1976,1,57,1,2,9/1/1975,1
251948743,11/23/2008,4,0,111.107,0,IHH-049867,11/11/1984,256,3000,3,0,1/6/1937,5,11/12/2001,0,34,1,2,4/10/1980,1
122784842,4/16/2008,4,0,68.016,0,QES-372399,2/22/1992,160,2000,4,0,3/8/1943,4,7/17/1989,1,69,1,2,10/20/1982,1
500663524,4/27/2008,5,0,8.57,0,PQZ-382035,3/6/2008,211,3000,4,0,2/10/1989,2,1/17/2008,0,28,1,4,3/6/2008,1
447262344,8/1/2008,1,0,3.386,0,KBS-208413,9/3/2006,71,2000,1,0,4/15/1984,4,9/17/2008,0,31,1,2,4/23/2005,1
223995498,1/27/2008,5,0,20.459,0,JGL-832536,12/29/2001,533,3000,3,1,3/28/1932,4,11/30/1994,0,128,0,1,10/26/1995,0
509690793,1/30/2008,3,0,70.352,0,OEP-317146,2/6/1998,163,500,5,0,4/9/1966,4,2/25/2006,0,176,0,1,12/15/1994,1
106119951,8/28/2008,1,0,8.70765,1,MYV-742631,8/22/1998,106,500,3,1,6/2/1977,1,6/27/2006,0,30,0,3,1/13/1997,1
411701069,4/10/2008,3,0,38.779,0,XKZ-375737,1/8/1997,110,1000,2,1,9/14/1941,5,1/14/1999,0,28,0,1,11/19/1990,1
945702825,7/12/2008,4,0,328.4862,1,TXR-907746,12/10/1972,785,1000,2,0,11/3/1942,4,2/8/1979,1,195,0,1,6/12/1971,1
176667970,10/14/2008,4,0,111.691,0,JZH-859475,4/27/1983,318,1000,1,0,3/24/1951,1,11/4/1975,0,166,1,3,7/10/1976,0
437050281,11/13/2008,1,0,36.185,0,YLI-254951,3/3/1997,684,1000,2,1,2/20/1956,2,9/26/1984,0,147,0,1,3/28/1989,1
548286979,6/14/2008,1,0,2.348,0,PSN-382867,12/6/1999,68,1000,3,1,9/24/1971,2,3/30/2007,0,18,0,1,10/3/1999,1
680340736,1/24/2008,5,1,12.747,0,WED-854448,7/13/1992,92,500,1,0,1/28/1956,2,4/9/2002,0,41,1,2,2/21/1987,1
648218601,5/27/2008,1,0,5.066,0,IKT-105440,1/25/1997,87,500,3,0,6/26/1945,5,2/9/1988,0,117,1,2,6/14/1990,0
797419751,11/17/2008,2,0,64.311,0,XNK-934330,9/27/1990,722,1000,5,1,8/27/1956,4,5/24/1997,0,128,0,1,7/1/1983,1
377831228,9/30/2008,3,0,74.287,0,XMP-028077,7/8/2000,152,1000,2,0,8/2/1962,5,10/2/2002,0,43,1,2,10/17/1997,1
485777128,2/6/2008,1,0,3.2928,1,ETD-512113,2/5/2008,121,3000,3,1,10/16/1990,2,7/30/2008,0,21,1,5,5/21/2008,1
423834310,6/22/2008,3,0,24.05,0,PEH-840454,6/24/1991,59,1000,1,1,8/30/1930,1,11/4/1994,1,9,1,2,8/16/1983,0
324423739,10/22/2008,3,1,141,1,VSD-792445,11/13/1995,141,1000,3,1,12/9/1965,2,5/6/2004,0,51,1,3,11/10/1994,1
796732811,2/17/2008,5,0,64.572,0,MCV-917646,7/7/1990,1198,3000,2,0,4/10/1955,4,2/28/2004,0,222,0,1,10/16/1980,1
598637645,9/3/2008,2,0,64.46,0,XBS-397579,11/11/2005,689,3000,1,1,2/18/1951,5,9/3/1996,0,27,1,2,10/28/2000,1
331723600,10/17/2008,5,1,73.741,0,HAD-529440,11/25/1984,489,1000,4,0,2/15/1942,2,11/19/1988,0,93,1,4,10/12/1984,1
679809428,2/3/2008,2,0,7.483,0,RJZ-978941,7/13/2007,79,2000,1,0,8/28/1986,4,9/2/2008,0,26,1,5,1/22/2007,1
279426389,4/7/2008,3,1,115,0,WHP-856817,6/8/2000,115,1000,2,1,2/11/1979,2,9/6/2007,0,59,0,3,3/28/2000,1
520313175,4/30/2008,4,1,1199,0,FBI-509902,3/12/1984,1199,3000,3,1,9/30/1954,5,7/6/1987,0,165,0,1,10/22/1981,1
181088541,5/26/2008,3,0,87.606,0,UJL-286434,3/5/2008,200,1000,2,1,11/8/1990,2,6/23/2008,0,21,0,3,3/5/2008,1
257521683,5/4/2008,5,0,2.736,0,UJY-100499,1/16/1999,96,1000,4,0,11/29/1967,1,8/28/1991,0,65,1,4,6/29/1992,1
329113736,3/27/2008,3,0,157.197,0,OAE-197433,9/7/1995,393,3000,1,0,4/1/1967,2,4/14/2002,0,43,0,1,2/8/1989,1
906643945,6/16/2008,2,0,9.3975,1,JLV-044589,9/25/2007,195,3000,2,0,2/9/1987,3,5/8/2008,0,44,1,6,3/7/2006,1
361573437,7/25/2008,5,0,10.108,0,SZX-991978,8/11/1997,254,2000,1,0,8/2/1961,3,2/10/2007,0,49,1,4,12/29/1988,1
824998048,3/3/2008,1,0,4.774,0,VWV-214846,5/15/2004,112,2000,4,1,10/29/1944,5,6/1/2005,0,67,1,2,2/26/1998,1
790796016,4/24/2008,3,0,62.238,0,LDP-095916,9/17/1999,155,1000,4,0,9/13/1960,3,6/26/2003,0,32,1,2,2/18/1999,1
120117041,5/14/2008,3,0,571.697,0,ECY-847536,7/13/1991,1535,3000,5,0,7/16/1946,4,3/27/1987,0,321,0,1,11/1/1985,1
278134806,2/19/2008,1,0,4.924,0,BMC-449282,10/18/2001,184,1000,2,1,12/7/1963,2,1/13/2003,0,88,1,5,12/16/2000,1
811512291,10/25/2008,3,1,1606,0,XJA-789582,11/22/1979,1606,3000,4,0,2/16/1939,2,12/2/1967,0,335,0,1,3/9/1976,1
51201163,5/14/2008,2,0,6.99,0,CHR-983897,2/3/1981,72,2000,5,0,5/23/1938,2,7/10/1995,0,38,0,1,8/29/1967,1
190169332,11/10/2008,5,0,2.644,0,PUJ-300322,9/6/1993,133,1000,2,1,7/4/1957,3,9/24/2003,0,68,1,4,12/17/1984,1
185716106,1/17/2008,5,0,2.582,0,NBA-780516,1/12/2008,93,3000,2,1,6/7/1990,2,5/14/2008,0,21,0,1,4/2/2008,1
572624649,2/19/2008,3,1,113,1,HYU-733950,6/15/2006,113,1000,2,1,1/6/1988,3,2/1/2008,0,33,0,1,5/13/2006,1
827627145,9/19/2008,5,0,11.264,0,HEH-056946,11/15/2005,199,1000,2,0,4/9/1963,4,5/12/2002,0,140,1,3,5/1/2000,1
296122851,1/19/2008,1,0,12.269,0,BWZ-820597,1/26/1990,196,1000,3,1,2/10/1950,2,12/14/2001,0,76,1,2,2/28/1981,1
392731800,3/3/2008,5,0,3.308,0,PII-958575,11/5/2001,71,3000,4,1,9/4/1959,3,9/12/1996,0,119,0,3,5/16/1998,0
72175862,10/17/2008,3,1,240,0,JXW-376365,7/29/1990,240,1000,1,0,8/19/1949,2,6/12/1993,0,56,1,3,3/17/1981,1
856403353,5/9/2008,3,0,221.911,0,QZX-042485,4/27/2006,556,3000,1,0,9/2/1952,4,3/22/2003,0,105,1,3,5/12/2005,1
399141543,7/1/2008,1,0,8.438,0,SGN-715798,10/6/1990,150,1000,3,0,4/29/1954,2,4/7/1992,0,129,1,3,6/2/1984,1
739780858,2/29/2008,5,0,3.614,0,IIV-859181,2/26/2008,105,1000,1,0,7/3/1987,3,11/22/2008,0,32,1,6,9/2/2007,0
573591707,1/8/2008,2,0,14.744,0,VBR-223797,7/23/1991,101,500,1,1,6/22/1936,5,3/10/1981,1,60,1,2,5/14/1983,1
878501877,8/19/2008,3,0,126.387,0,ICS-466023,3/11/2002,248,3000,4,1,7/7/1972,2,1/19/2001,0,16,0,1,3/19/1995,1
228192568,4/29/2008,4,1,136,1,CNN-749760,3/5/1986,136,1000,5,1,4/12/1941,4,12/21/1978,1,33,0,1,10/4/1976,1
23636669,11/25/2008,2,0,12.205,0,EAR-516957,10/8/1992,152,1000,1,1,11/30/1964,3,3/22/2002,0,118,1,4,7/11/1986,1
961758136,10/28/2008,5,0,6.554,0,TUY-382824,5/9/2007,137,3000,2,1,12/3/1984,3,3/31/2008,0,66,1,5,4/6/2004,1
448271681,1/5/2008,1,0,7.885,0,KOR-151151,10/7/2005,106,2000,2,0,12/26/1980,1,7/29/2000,0,31,1,7,5/15/2002,1
308850685,2/26/2008,5,0,8.546,0,DWK-743488,4/24/2006,101,3000,1,0,6/14/1973,2,6/6/2003,0,35,1,5,6/19/2001,1
299994439,9/2/2008,2,0,14.698,0,FML-230415,9/13/2005,182,1000,3,1,2/3/1974,3,3/4/2008,0,37,1,2,6/9/2000,1
163843238,1/29/2008,1,0,21.266,0,TRW-500299,5/26/1997,316,2000,2,0,8/27/1953,2,11/26/1988,0,140,1,4,6/26/1991,1
218290218,11/21/2008,3,0,63.942,0,GXL-890401,12/31/1984,145,3000,2,0,6/8/1939,3,7/16/1973,1,18,1,2,10/18/1980,1
450288594,6/10/2008,4,0,207.423,0,EWQ-337529,11/18/1981,520,3000,5,1,2/3/1950,2,4/30/2002,0,65,0,1,11/17/1972,1
832415518,9/17/2008,5,0,30.549,0,BXX-529953,10/4/1992,605,3000,3,1,7/23/1962,2,11/14/1993,0,74,1,2,6/10/1986,1
326048305,9/14/2008,3,0,49.736,0,HIQ-063068,11/25/2005,162,1000,5,0,2/8/1973,4,4/9/2002,0,40,1,6,2/29/2000,1
188479459,10/28/2008,5,0,7.546,0,CHT-892243,6/12/2002,90,500,1,1,2/10/1974,4,4/6/2002,0,62,1,5,11/27/1996,1
29088097,11/23/2008,5,0,9.56445,1,VPP-603236,5/30/2008,136,2000,2,1,6/30/1986,1,9/6/2008,0,29,1,4,11/22/2006,1
465403894,5/31/2008,4,0,29.752,0,VYF-452453,3/31/2008,103,1000,1,0,3/7/1988,3,8/27/2008,0,39,1,5,4/14/2007,1
255616924,3/12/2008,3,1,331,0,JWK-713425,7/13/1992,331,2000,2,1,12/3/1961,4,11/5/1993,0,226,0,1,11/11/1984,1
604828196,8/19/2008,5,0,3.536,0,WEB-060364,5/3/1965,74,1000,2,0,8/8/1933,1,9/2/1992,1,10,1,2,12/20/1958,1
168684098,10/29/2008,1,0,8.54175,1,RNG-190309,3/20/2000,350,1000,1,0,4/7/1962,2,4/16/2000,0,64,0,1,11/18/1992,1
650303777,10/24/2008,4,0,34.294,0,UBR-498571,8/17/1996,62,1000,2,0,10/27/1960,4,8/19/1994,0,53,1,2,11/11/1991,1
792665682,7/28/2008,5,0,16.266,0,OVN-910708,8/28/1976,318,3000,2,1,11/2/1931,2,12/16/1995,1,22,1,2,6/23/1970,1
687870701,4/16/2008,1,0,21.569,0,CID-490856,1/9/2004,445,1000,1,1,1/27/1931,2,12/13/1977,1,47,0,1,12/1/1998,1
272104595,6/21/2008,1,0,9.232,0,UPY-390889,4/7/2008,179,1000,1,1,8/8/1988,3,1/16/2008,0,26,0,1,12/20/2007,1
257199680,1/13/2008,2,0,12.305,0,FWI-252225,1/4/1998,96,1000,1,0,2/9/1939,2,12/28/1978,1,33,1,2,10/17/1991,1
230983576,9/1/2008,1,0,4.79,0,KMT-685373,6/28/1981,72,1000,4,0,11/7/1939,3,7/30/1998,1,9,0,1,6/19/1972,1
251297229,11/27/2008,3,0,28.642,0,YYR-690249,9/25/1993,69,500,3,0,10/8/1956,4,8/19/1994,0,46,1,2,8/25/1988,1
133446126,3/17/2008,4,0,179.922,0,JXN-046171,8/28/1999,429,500,4,0,1/23/1969,3,10/21/1997,0,95,0,1,10/4/1992,1
638505681,6/30/2008,3,0,48.281,0,WZI-074984,9/19/2007,109,1000,3,1,10/7/1986,2,10/13/2008,0,16,0,1,1/30/2007,1
528795849,5/25/2008,4,0,134.385,0,MED-489842,8/28/1989,333,1000,1,1,5/20/1965,1,6/2/1996,0,52,0,1,2/7/1987,1
119631441,3/3/2008,1,0,30.585,0,LBU-192161,10/23/1997,366,3000,5,1,6/27/1966,2,2/13/2005,0,36,1,2,3/22/1991,1
399936662,2/10/2008,4,0,26.273,0,RZX-900081,11/25/1994,74,500,1,0,5/8/1967,4,7/3/2006,0,30,0,4,7/6/1989,1
264200173,4/17/2008,4,1,248,1,CZV-674101,7/2/1997,248,3000,1,0,7/4/1962,2,9/16/2003,0,42,0,1,9/13/1991,1
847930712,9/22/2008,1,0,71.4105,1,KLW-383528,11/17/1964,1400,3000,2,1,9/24/1936,2,10/5/1990,0,120,1,2,11/28/1956,1
672646338,9/14/2008,4,0,63.134,0,XQU-254035,2/19/1995,180,1000,2,0,12/1/1960,2,10/20/2007,0,48,1,2,10/10/1986,1
266035073,5/30/2008,5,0,3.963,0,WUS-346960,10/8/1977,123,1000,1,0,9/24/1929,3,7/2/2006,1,10,0,1,8/19/1972,1
65767305,3/16/2008,4,0,53.186,0,DHH-882574,6/28/1998,135,1000,4,0,4/11/1953,1,3/28/2000,0,49,0,1,12/16/1992,1
579825798,6/19/2008,3,0,429.021,0,IDO-339989,4/6/2006,1079,3000,3,0,11/25/1986,3,7/6/2008,0,33,1,7,10/29/2005,1
43916653,3/21/2008,4,0,21.817,0,PGW-766725,12/20/2007,56,2000,4,1,5/31/1987,1,3/29/2007,0,19,0,1,2/25/2006,1
681612545,2/6/2008,3,0,23.344,0,ORI-471137,6/22/2002,70,3000,1,0,11/25/1976,2,4/14/2000,0,26,0,1,4/19/2000,1
784931828,6/18/2008,1,0,3.822,0,WSJ-220409,9/7/2000,72,1000,2,0,7/18/1969,2,5/1/1997,0,53,1,2,11/24/1995,1
82584509,7/31/2008,5,0,5.743,0,CIT-118672,5/8/2007,94,2000,3,0,7/30/1969,2,12/25/1997,0,70,1,7,4/20/2005,1
672878596,7/24/2008,3,0,39.508,0,TDH-962510,2/17/1993,88,1000,2,0,6/7/1931,3,7/12/2003,1,13,0,1,6/1/1986,1
284433913,11/19/2008,2,0,48.906,0,SJS-892997,5/7/1961,495,1000,2,1,8/28/1931,5,5/2/1985,1,159,0,1,4/5/1953,1
644608051,1/12/2008,3,0,26.613,0,TQO-204572,2/2/2001,78,500,5,1,4/24/1975,3,3/3/1999,0,23,1,6,10/9/1995,1
353456282,1/28/2008,5,0,2.019,0,MSH-247170,4/12/2006,59,200,2,0,9/7/1982,3,4/13/2008,0,23,0,1,2/6/2005,0
188579714,3/19/2008,1,0,29.635,0,AFH-737370,11/24/1970,669,3000,1,0,3/29/1930,4,5/20/1994,0,151,0,1,6/23/1963,1
471986863,10/31/2008,5,0,13.125,0,DNN-844031,3/6/2008,209,1000,4,0,5/26/1990,2,11/1/2008,0,20,0,1,3/6/2008,1
374820728,6/21/2008,3,0,23.837,0,GOU-516462,1/30/2000,84,1000,3,0,3/14/1967,1,5/2/2005,0,26,0,1,2/10/1998,1
808583722,5/4/2008,2,0,13.208,0,FJQ-752139,8/13/1987,83,1000,2,0,12/22/1943,3,9/18/2006,0,64,1,2,5/2/1980,1
232451038,10/9/2008,5,0,5.015,0,URC-620145,1/19/1997,90,3000,3,0,1/4/1930,4,3/1/2002,1,10,1,3,2/27/1990,1
573615846,1/10/2008,1,0,2.7174,1,TGZ-576314,9/5/1997,57,3000,5,1,6/5/1965,1,9/26/2004,0,35,1,4,10/7/1994,1
182775640,4/22/2008,2,0,32.601,0,FHI-158391,1/20/2008,256,2000,3,0,1/22/1987,3,12/9/2008,0,42,1,4,4/7/2006,1
118833535,9/4/2008,4,1,228,0,QBK-986533,4/14/1981,228,2000,5,0,6/8/1936,2,9/11/1989,0,113,0,1,7/25/1967,1
772532577,1/15/2008,1,0,5.521,0,UUA-046490,6/17/1991,134,1000,1,1,11/20/1965,3,6/13/1997,0,41,1,3,7/23/1985,1
914114510,5/25/2008,3,0,33.996,0,ECC-665204,5/18/2008,85,1000,3,1,1/21/1989,2,12/28/2008,0,14,0,1,6/5/2008,1
145737977,9/23/2008,5,0,13.321,0,FJX-739389,2/10/2002,232,3000,2,0,12/25/1975,3,5/14/1998,0,65,1,2,5/17/1996,1
53057665,11/29/2008,5,0,2.664,0,MVP-551601,8/25/1975,152,500,5,1,3/24/1929,1,2/24/1977,1,26,0,1,11/10/1962,1
32183471,5/14/2008,3,0,122.084,0,ERL-766268,3/24/1982,293,3000,1,0,9/5/1951,2,11/27/1982,0,95,0,1,12/29/1973,1
20824420,4/30/2008,4,0,97.812,0,ZVA-248066,9/23/2002,294,1000,2,0,4/21/1970,3,11/13/2004,0,42,1,2,11/1/1998,1
921809177,3/25/2008,2,0,9.73035,1,FIV-981230,3/25/2008,100,500,4,0,2/14/1977,1,2/10/2007,0,26,0,1,6/27/2005,1
819418175,10/7/2008,3,0,73.941,0,PJE-592015,10/24/1971,147,3000,4,1,11/5/1936,1,5/5/1968,1,34,1,2,6/26/1966,1
430538943,8/28/2008,1,0,14.571,0,CWK-350118,11/25/2007,193,3000,3,0,12/27/1987,1,7/11/2006,0,24,0,3,1/16/2007,1
391303009,3/10/2008,1,0,2.5137,1,SFV-037951,11/30/2004,108,1000,3,1,9/23/1979,5,9/11/2006,0,44,1,4,10/9/2001,1
612262054,4/23/2008,1,0,20.478,0,PJH-464165,5/22/1995,574,3000,2,1,8/9/1953,1,7/11/1986,0,97,0,1,2/15/1989,1
503311047,1/24/2008,1,0,8.174,0,AGF-252314,6/17/2005,135,500,1,1,7/1/1975,5,5/23/2002,0,37,1,2,8/14/2000,1
